genome,completeness,contamination,location,length,N50
EHA04823_bin.237.fa.gz,80.04,6.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.237.fa.gz,1934046,58418
EHA04815_bin.140.fa.gz,79.53,0.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.140.fa.gz,1623919,81461
EHA04815_bin.144.fa.gz,79.45,1.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.144.fa.gz,1867623,24421
EHA04815_bin.161.fa.gz,79.07,2.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.161.fa.gz,1377211,5791
EHA04823_bin.85.fa.gz,78.93,3.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.85.fa.gz,1532617,3271
EHA04815_bin.108.fa.gz,78.9,1.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.108.fa.gz,1143683,8648
EHA04823_bin.165.fa.gz,78.83,3.77,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.165.fa.gz,2042248,30955
EHA04815_bin.139.fa.gz,78.69,0.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.139.fa.gz,1733296,43904
EHA04823_bin.159.fa.gz,78.52,0.63,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.159.fa.gz,1849606,33990
EHA04823_bin.84.fa.gz,78.48,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.84.fa.gz,1510871,3400
EHA04815_bin.132.fa.gz,78.47,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.132.fa.gz,1408801,12017
EHA04815_bin.143.fa.gz,78.46,3.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.143.fa.gz,2061729,5517
EHA04823_bin.201.fa.gz,78.35,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.201.fa.gz,1638984,41417
EHA04747_bin.38.fa.gz,77.81,0.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.38.fa.gz,1142719,2791
EHA04749_bin.46.fa.gz,77.62,0.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.46.fa.gz,1497168,37015
EHA04815_bin.171.fa.gz,77.53,6.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.171.fa.gz,1280103,31859
EHA04815_bin.31.fa.gz,77.52,1.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.31.fa.gz,2246475,6784
EHA04815_bin.198.fa.gz,77.46,2.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.198.fa.gz,1266158,8637
EHA04815_bin.138.fa.gz,76.87,0.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.138.fa.gz,1790205,35675
EHA04815_bin.82.fa.gz,76.76,2.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.82.fa.gz,1580160,20175
EHA04815_bin.74.fa.gz,76.73,7.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.74.fa.gz,2118644,39883
EHA04823_bin.140.fa.gz,76.69,4.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.140.fa.gz,2379832,24374
EHA04815_bin.116.fa.gz,76.59,6.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.116.fa.gz,2141435,6735
EHA04823_bin.241.fa.gz,76.42,0.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.241.fa.gz,1354853,3395
EHA04823_bin.163.fa.gz,76.31,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.163.fa.gz,1387562,4321
EHA04815_bin.4.fa.gz,76.08,2.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.4.fa.gz,2184581,5785
EHA04815_bin.145.fa.gz,75.47,3.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.145.fa.gz,1993124,22362
EHA04749_bin.51.fa.gz,75.37,4.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.51.fa.gz,868230,5263
EHA04823_bin.1.fa.gz,75.29,1.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.1.fa.gz,1157306,3993
EHA04823_bin.80.fa.gz,75.05,0.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.80.fa.gz,2009459,4950
EHA04743_bin.42.fa.gz,74.72,8.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.42.fa.gz,1338084,2625
EHA04815_bin.128.fa.gz,74.54,0.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.128.fa.gz,1121840,24625
EHA04823_bin.145.fa.gz,74.27,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.145.fa.gz,1392470,4175
EHA04750_bin.45.fa.gz,74.19,0.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04750_bin.45.fa.gz,1200356,2638
EHA04815_bin.39.fa.gz,74.16,3.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.39.fa.gz,1504072,6981
EHA04823_bin.74.fa.gz,73.98,0.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.74.fa.gz,2908454,4217
EHA04823_bin.26.fa.gz,73.83,8.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.26.fa.gz,2325285,56384
EHA04823_bin.132.fa.gz,73.57,1.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.132.fa.gz,1221858,3811
EHA04815_bin.89.fa.gz,73.56,2.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.89.fa.gz,1695102,7580
EHA04815_bin.201.fa.gz,73.53,1.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.201.fa.gz,796160,22284
EHA04823_bin.189.fa.gz,73.49,3.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.189.fa.gz,878942,7229
EHA04823_bin.153.fa.gz,73.43,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.153.fa.gz,2170413,60273
EHA04823_bin.199.fa.gz,73.39,0.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.199.fa.gz,1773970,12603
EHA04815_bin.109.fa.gz,73.03,0.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.109.fa.gz,1276119,3882
EHA04815_bin.100.fa.gz,72.95,1.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.100.fa.gz,1316441,4430
EHA04823_bin.219.fa.gz,72.86,3.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.219.fa.gz,2171735,21998
EHA04749_bin.20.fa.gz,72.69,6.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.20.fa.gz,1203994,3308
EHA04823_bin.151.fa.gz,72.49,1.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.151.fa.gz,1146461,19034
EHA04815_bin.188.fa.gz,72.41,2.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.188.fa.gz,1696473,8800
EHA04823_bin.89.fa.gz,72.37,2.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.89.fa.gz,1516623,54022
EHA04823_bin.18.fa.gz,72.23,2.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.18.fa.gz,1766073,5634
EHA04823_bin.98.fa.gz,72.23,2.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.98.fa.gz,2209832,43975
EHA04823_bin.25.fa.gz,72.2,6.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.25.fa.gz,2301939,14856
EHA04823_bin.115.fa.gz,72.09,2.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.115.fa.gz,1465566,9003
EHA04823_bin.238.fa.gz,72.05,4.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.238.fa.gz,1487808,54142
EHA04823_bin.234.fa.gz,71.92,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.234.fa.gz,1016857,18188
EHA04823_bin.34.fa.gz,71.89,1.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.34.fa.gz,2000968,3037
EHA04823_bin.156.fa.gz,71.67,1.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.156.fa.gz,1945585,32315
EHA04815_bin.37.fa.gz,71.63,1.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.37.fa.gz,2570290,46007
EHA04815_bin.152.fa.gz,71.14,9.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.152.fa.gz,2016742,4490
EHA04815_bin.130.fa.gz,71.09,4.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.130.fa.gz,1888368,19921
EHA04747_bin.43.fa.gz,70.85,3.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.43.fa.gz,1193512,2720
EHA04815_bin.131.fa.gz,70.54,4.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.131.fa.gz,1456926,28285
EHA04815_bin.192.fa.gz,70.4,5.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.192.fa.gz,1176526,9274
EHA04823_bin.125.fa.gz,70.21,2.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.125.fa.gz,1694685,25433
EHA04815_bin.51.fa.gz,70.16,1.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.51.fa.gz,1781109,12465
EHA04823_bin.229.fa.gz,70.07,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.229.fa.gz,2595681,10843
EHA04823_bin.133.fa.gz,70.0,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.133.fa.gz,1304152,3415
EHA04815_bin.17.fa.gz,69.98,0.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.17.fa.gz,994420,71818
EHA04823_bin.192.fa.gz,69.87,0.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.192.fa.gz,2154419,19056
EHA04815_bin.207.fa.gz,69.81,1.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.207.fa.gz,1318069,2254
EHA04823_bin.260.fa.gz,69.72,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.260.fa.gz,1751603,60828
EHA04815_bin.173.fa.gz,69.54,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.173.fa.gz,2404022,18828
EHA04815_bin.30.fa.gz,69.43,6.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.30.fa.gz,1858040,65193
EHA04745_bin.27.fa.gz,69.39,1.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.27.fa.gz,1044564,2954
EHA04823_bin.139.fa.gz,69.36,2.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.139.fa.gz,1246949,2935
EHA04815_bin.204.fa.gz,69.3,2.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.204.fa.gz,1724427,22757
EHA04823_bin.147.fa.gz,69.22,1.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.147.fa.gz,1782837,10805
EHA04823_bin.92.fa.gz,69.21,1.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.92.fa.gz,2199369,10186
EHA04823_bin.287.fa.gz,68.87,2.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.287.fa.gz,910238,2809
EHA04815_bin.135.fa.gz,68.86,1.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.135.fa.gz,1915597,31964
EHA04747_bin.35.fa.gz,68.72,3.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.35.fa.gz,1359872,2800
EHA04744_bin.13.fa.gz,68.65,9.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04744_bin.13.fa.gz,2773226,2208
EHA04823_bin.235.fa.gz,68.6,1.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.235.fa.gz,2161692,13257
EHA04745_bin.6.fa.gz,68.57,3.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.6.fa.gz,1331064,2500
EHA04823_bin.177.fa.gz,68.27,7.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.177.fa.gz,1624472,26732
EHA04749_bin.47.fa.gz,68.21,1.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.47.fa.gz,1132566,11870
EHA04745_bin.24.fa.gz,67.93,3.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.24.fa.gz,2404845,3243
EHA04823_bin.309.fa.gz,67.66,5.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.309.fa.gz,876820,2218
EHA04815_bin.126.fa.gz,67.63,0.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.126.fa.gz,1954784,19201
EHA04823_bin.284.fa.gz,67.54,1.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.284.fa.gz,726179,3362
EHA04823_bin.291.fa.gz,67.42,4.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.291.fa.gz,939239,5740
EHA04815_bin.18.fa.gz,67.24,8.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.18.fa.gz,1420310,27304
EHA04815_bin.205.fa.gz,66.98,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.205.fa.gz,1301739,3815
EHA04823_bin.28.fa.gz,66.97,2.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.28.fa.gz,2528183,18393
EHA04823_bin.285.fa.gz,66.63,5.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.285.fa.gz,1141564,3231
EHA04823_bin.16.fa.gz,66.09,1.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.16.fa.gz,1037793,2757
EHA04823_bin.12.fa.gz,65.89,2.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.12.fa.gz,1185026,29279
EHA04823_bin.77.fa.gz,65.88,0.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.77.fa.gz,1929858,3238
EHA04823_bin.134.fa.gz,65.73,0.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.134.fa.gz,1978512,5256
EHA04749_bin.10.fa.gz,65.05,0.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.10.fa.gz,1420660,3105
EHA04823_bin.105.fa.gz,64.96,2.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.105.fa.gz,1154320,4947
EHA04823_bin.161.fa.gz,64.89,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.161.fa.gz,2410934,5775
EHA04750_bin.17.fa.gz,64.88,1.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04750_bin.17.fa.gz,1434990,3507
EHA04823_bin.99.fa.gz,64.44,1.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.99.fa.gz,1869459,60892
EHA04815_bin.197.fa.gz,64.43,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.197.fa.gz,924427,28344
EHA04748_bin.41.fa.gz,64.26,2.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.41.fa.gz,1078405,3515
EHA04823_bin.14.fa.gz,64.13,3.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.14.fa.gz,1713164,4369
EHA04815_bin.43.fa.gz,64.05,1.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.43.fa.gz,2362997,35378
EHA04815_bin.125.fa.gz,63.93,1.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.125.fa.gz,1816835,8711
EHA04748_bin.24.fa.gz,63.89,1.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.24.fa.gz,1450439,3164
EHA04823_bin.297.fa.gz,63.77,3.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.297.fa.gz,2483335,3272
EHA04746_bin.40.fa.gz,63.38,4.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.40.fa.gz,1299582,2913
EHA04823_bin.308.fa.gz,62.77,9.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.308.fa.gz,1446303,2754
EHA04823_bin.29.fa.gz,62.76,2.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.29.fa.gz,2250569,140901
EHA04815_bin.195.fa.gz,62.15,7.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.195.fa.gz,1046575,18335
EHA04823_bin.175.fa.gz,61.96,0.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.175.fa.gz,1759560,4812
EHA04815_bin.124.fa.gz,61.95,5.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.124.fa.gz,1280609,10910
EHA04823_bin.7.fa.gz,61.95,3.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.7.fa.gz,583711,2681
EHA04823_bin.95.fa.gz,61.86,9.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.95.fa.gz,1500754,7317
EHA04823_bin.129.fa.gz,61.82,1.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.129.fa.gz,1477625,67016
EHA04823_bin.52.fa.gz,61.72,1.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.52.fa.gz,828420,4419
EHA04815_bin.25.fa.gz,61.7,1.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.25.fa.gz,1712022,12328
EHA04823_bin.197.fa.gz,61.63,0.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.197.fa.gz,1268172,5673
EHA04815_bin.47.fa.gz,61.1,5.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.47.fa.gz,1361172,13440
EHA04815_bin.187.fa.gz,60.99,0.63,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.187.fa.gz,834593,20833
EHA04748_bin.51.fa.gz,60.97,9.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.51.fa.gz,1481147,3389
EHA04823_bin.37.fa.gz,60.67,3.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.37.fa.gz,1619036,63394
EHA04746_bin.21.fa.gz,60.45,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.21.fa.gz,1288986,3110
EHA04823_bin.239.fa.gz,60.34,5.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.239.fa.gz,1991639,23729
EHA04823_bin.81.fa.gz,60.18,0.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.81.fa.gz,2222683,13453
EHA04815_bin.203.fa.gz,60.02,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.203.fa.gz,1890521,20319
EHA04748_bin.55.fa.gz,59.89,6.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.55.fa.gz,1272418,2523
EHA04743_bin.2.fa.gz,59.77,8.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.2.fa.gz,862941,2799
EHA04823_bin.33.fa.gz,59.56,4.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.33.fa.gz,2364499,3900
EHA04743_bin.24.fa.gz,59.5,2.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.24.fa.gz,1152276,2672
EHA04745_bin.8.fa.gz,59.5,6.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.8.fa.gz,1921544,2756
EHA04749_bin.49.fa.gz,59.22,1.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.49.fa.gz,1542545,5130
EHA04823_bin.283.fa.gz,59.18,1.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.283.fa.gz,1614883,3996
EHA04823_bin.218.fa.gz,58.97,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.218.fa.gz,1542076,13417
EHA04823_bin.210.fa.gz,58.81,4.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.210.fa.gz,1682102,15780
EHA04823_bin.178.fa.gz,58.79,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.178.fa.gz,1321643,5777
EHA04815_bin.137.fa.gz,58.47,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.137.fa.gz,1045460,25273
EHA04823_bin.11.fa.gz,58.41,2.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.11.fa.gz,1031557,2895
EHA04823_bin.300.fa.gz,57.81,3.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.300.fa.gz,782700,2367
EHA04749_bin.52.fa.gz,57.45,9.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.52.fa.gz,1395137,3023
EHA04823_bin.32.fa.gz,57.35,4.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.32.fa.gz,2539157,46835
EHA04823_bin.286.fa.gz,57.17,1.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.286.fa.gz,770523,2704
EHA04745_bin.11.fa.gz,56.96,1.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.11.fa.gz,1053691,2337
EHA04815_bin.196.fa.gz,56.75,6.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.196.fa.gz,1025649,11771
EHA04743_bin.34.fa.gz,56.46,1.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.34.fa.gz,2090269,3053
EHA04815_bin.111.fa.gz,56.25,1.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.111.fa.gz,1157821,5178
EHA04743_bin.44.fa.gz,55.95,3.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.44.fa.gz,1185412,2477
EHA04823_bin.3.fa.gz,55.84,6.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.3.fa.gz,1439761,19977
EHA04746_bin.44.fa.gz,55.61,8.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.44.fa.gz,965824,3053
EHA04815_bin.159.fa.gz,55.59,2.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.159.fa.gz,792712,3600
EHA04823_bin.289.fa.gz,55.5,3.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.289.fa.gz,1461829,3201
EHA04823_bin.5.fa.gz,55.3,7.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.5.fa.gz,2373781,7429
EHA04746_bin.9.fa.gz,55.23,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.9.fa.gz,627912,2516
EHA04823_bin.137.fa.gz,55.16,1.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.137.fa.gz,2237126,36701
EHA04749_bin.48.fa.gz,55.12,8.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.48.fa.gz,1195919,3373
EHA04746_bin.30.fa.gz,54.56,2.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.30.fa.gz,1268041,2708
EHA04815_bin.212.fa.gz,54.43,7.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.212.fa.gz,1350726,3196
EHA04823_bin.193.fa.gz,54.41,0.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.193.fa.gz,1203792,41097
EHA04815_bin.81.fa.gz,54.24,0.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.81.fa.gz,1915800,96007
EHA04750_bin.47.fa.gz,54.22,3.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04750_bin.47.fa.gz,2122847,2395
EHA04823_bin.124.fa.gz,54.17,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.124.fa.gz,1408929,2510
EHA04744_bin.29.fa.gz,53.87,0.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04744_bin.29.fa.gz,1067275,2649
EHA04823_bin.50.fa.gz,53.47,3.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.50.fa.gz,2796700,47520
EHA04815_bin.142.fa.gz,53.37,1.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.142.fa.gz,996513,16633
EHA04815_bin.186.fa.gz,53.32,2.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.186.fa.gz,1130556,76534
EHA04823_bin.304.fa.gz,53.29,4.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.304.fa.gz,943699,2693
EHA04815_bin.22.fa.gz,53.21,5.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.22.fa.gz,5604684,10645
EHA04823_bin.10.fa.gz,53.03,2.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.10.fa.gz,1731297,2666
EHA04823_bin.31.fa.gz,53.0,2.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.31.fa.gz,2131969,5571
