Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	EHI02809 Read Count	EHI02809 Covered Fraction	EHI02809 Length	EHI01176 Read Count	EHI01176 Covered Fraction	EHI01176 Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	EHI01174 Read Count	EHI01174 Covered Fraction	EHI01174 Length	EHI02816 Read Count	EHI02816 Covered Fraction	EHI02816 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	EHI02800 Read Count	EHI02800 Covered Fraction	EHI02800 Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	EHI02786 Read Count	EHI02786 Covered Fraction	EHI02786 Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	EHI01178 Read Count	EHI01178 Covered Fraction	EHI01178 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	EHI02814 Read Count	EHI02814 Covered Fraction	EHI02814 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	EHI01177 Read Count	EHI01177 Covered Fraction	EHI01177 Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	EHI01179 Read Count	EHI01179 Covered Fraction	EHI01179 Length	EHI02781 Read Count	EHI02781 Covered Fraction	EHI02781 Length	EHI01175 Read Count	EHI01175 Covered Fraction	EHI01175 Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	EHI02805 Read Count	EHI02805 Covered Fraction	EHI02805 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	EHI02790 Read Count	EHI02790 Covered Fraction	EHI02790 Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	EHI01180 Read Count	EHI01180 Covered Fraction	EHI01180 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length	EHI01172 Read Count	EHI01172 Covered Fraction	EHI01172 Length
nhnw_bin.3	4655	0.14873981	2349734	8929	0.21376419	2349734	655	0.003034386	2349734	10512	0.2662012	2349734	18381	0.45110214	2349734	42750	0.7756491	2349734	14273	0.37905014	2349734	671	0.0035050777	2349734	709	0.013406624	2349734	1688	0.04910854	2349734	7273	0.18172695	2349734	723	0.017488789	2349734	33538	0.6154152	2349734	547	0.0033139922	2349734	15656	0.28235197	2349734	625	0.0040796106	2349734	1357	0.029701235	2349734	34938	0.6582311	2349734	3513	0.07969966	2349734	9231	0.24694753	2349734	1707	0.026255311	2349734	17379	0.4423386	2349734	22302	0.5499393	2349734	715	0.003740849	2349734	15342	0.33746672	2349734	7619	0.20558795	2349734	29387	0.5786187	2349734	1760	0.051379006	2349734	1412	0.03561765	2349734	91620	0.9501667	2349734	10188	0.24680963	2349734	54129	0.8565476	2349734	11989	0.34154546	2349734	19194	0.4310607	2349734	1501	0.04822163	2349734	56368	0.84462494	2349734	5998	0.1678854	2349734	34894	0.61985785	2349734	474	0.0024458088	2349734	1818	0.022179106	2349734	5372	0.08447254	2349734	6523	0.17081338	2349734	514	0.0022377002	2349734	12910	0.39349136	2349734	212	0.0059002424	2349734	10287	0.17689832	2349734	483	0.0037434024	2349734	31022	0.5703037	2349734	19321	0.2183928	2349734	2712	0.044649735	2349734	60789	0.85178196	2349734	5249	0.11893559	2349734	4231	0.12850732	2349734	11484	0.2766909	2349734	4721	0.16564725	2349734	6204	0.18054469	2349734	6625	0.18064427	2349734
nhnw_bin.400	1724	0.04153296	3775941	895	0.016291039	3775941	596	0.0121466415	3775941	542	0.009179698	3775941	1126	0.016157033	3775941	45117	0.5842221	3775941	404	0.0073197647	3775941	528	0.011152452	3775941	169	0.003783163	3775941	317	0.0046904865	3775941	1267	0.015876573	3775941	682	0.017621832	3775941	2777	0.022107601	3775941	780	0.014400119	3775941	290	0.0032876574	3775941	657	0.012250456	3775941	1402	0.029607719	3775941	5334	0.10435783	3775941	599	0.0108945025	3775941	788	0.013685595	3775941	24094	0.4817011	3775941	1125	0.011861414	3775941	18949	0.35961127	3775941	716	0.014295509	3775941	1881	0.022951365	3775941	4347	0.06813851	3775941	1735	0.02726049	3775941	59	0.0012754437	3775941	146	0.0031774861	3775941	25441	0.4856241	3775941	306	0.0052492875	3775941	492	0.0050411276	3775941	131373	0.9463384	3775941	2492	0.043788556	3775941	59	0.0010267639	3775941	969	0.019883256	3775941	6028	0.13779823	3775941	1223	0.01750504	3775941	549	0.01165961	3775941	159	0.0032341606	3775941	2917	0.05196506	3775941	3027	0.060656667	3775941	619	0.012498077	3775941	237	0.0034775438	3775941	96	0.0015220047	3775941	1254	0.014418128	3775941	542	0.011679208	3775941	5935	0.089872696	3775941	509323	0.9965624	3775941	290	0.0033898836	3775941	14140	0.25747967	3775941	797	0.014010548	3775941	2550	0.06218741	3775941	1070	0.014971897	3775941	2790	0.051081836	3775941	244	0.0040644174	3775941	212	0.003691795	3775941
nhnw_bin.401	28227	0.64670455	2448339	25151	0.5803865	2448339	949	0.029441185	2448339	1711	0.048039507	2448339	35539	0.6647119	2448339	26752	0.53627706	2448339	414	0.008221492	2448339	1096	0.033565205	2448339	18105	0.46080384	2448339	30095	0.66411555	2448339	76113	0.8967504	2448339	34756	0.7372459	2448339	61015	0.7905094	2448339	992	0.027794354	2448339	38983	0.5573713	2448339	1131	0.03440986	2448339	49409	0.8071211	2448339	172522	0.961877	2448339	165736	0.95652235	2448339	245867	0.97438955	2448339	42394	0.7971543	2448339	293	0.007606381	2448339	45200	0.78140974	2448339	995	0.025309404	2448339	70454	0.873114	2448339	4287	0.11313629	2448339	26040	0.45144975	2448339	8329	0.2658778	2448339	16812	0.41047093	2448339	60119	0.8703578	2448339	274	0.0067649945	2448339	182570	0.97275865	2448339	14998	0.35444275	2448339	193132	0.95814794	2448339	2914	0.08613554	2448339	24379	0.53333586	2448339	84696	0.92289793	2448339	762	0.010674993	2448339	806	0.024741672	2448339	630	0.012712291	2448339	52068	0.7603404	2448339	22636	0.47117862	2448339	740	0.022680683	2448339	33186	0.6926226	2448339	3743	0.10603393	2448339	193281	0.9710959	2448339	847	0.023221457	2448339	336104	0.9859517	2448339	154112	0.9722853	2448339	132920	0.9514565	2448339	14494	0.2826659	2448339	38725	0.66674876	2448339	40675	0.7559251	2448339	880	0.012408821	2448339	10160	0.29858038	2448339	86787	0.9165373	2448339	308	0.0062834434	2448339
nhnw_bin.402	102	0.0028991844	1440750	91	0.0021461044	1440750	30	0.001146625	1440750	219	0.0050112787	1440750	2721	0.11612285	1440750	7182	0.33499634	1440750	446	0.013927468	1440750	46	0.0013118167	1440750	2313	0.13706958	1440750	17442	0.67335415	1440750	461	0.0032191568	1440750	1257	0.07864307	1440750	36911	0.8591275	1440750	15	0.0008738504	1440750	329	0.0026583376	1440750	64	0.0015852854	1440750	1673	0.10010689	1440750	1311	0.0043040086	1440750	10888	0.46059415	1440750	3266	0.18202117	1440750	299	0.0030150963	1440750	52	0.0011702238	1440750	4442	0.22367586	1440750	48	0.0013020996	1440750	362	0.0031101857	1440750	420	0.016002776	1440750	311	0.0022613222	1440750	798	0.050122507	1440750	86	0.001782405	1440750	5618	0.31393093	1440750	583	0.017188964	1440750	875	0.043273296	1440750	2310	0.11215617	1440750	243	0.0026139163	1440750	26	0.00081624155	1440750	21203	0.69505537	1440750	332	0.003255249	1440750	1293	0.02422627	1440750	40	0.0011112267	1440750	111	0.0021280583	1440750	628	0.003782752	1440750	4342	0.21875066	1440750	49	0.0011140031	1440750	19785	0.7352969	1440750	61	0.0023897276	1440750	972	0.0050980393	1440750	40	0.0014443866	1440750	206	0.0024480305	1440750	15890	0.53180426	1440750	7083	0.3251369	1440750	1079	0.021500608	1440750	131	0.0018483428	1440750	1907	0.10572618	1440750	684	0.016790561	1440750	1053	0.003782058	1440750	1913	0.104971714	1440750	119	0.0052909944	1440750
nhnw_bin.403	11185	0.44788876	1860261	7212	0.30104646	1860261	87	0.0023528957	1860261	88	0.00036231475	1860261	3653	0.08732162	1860261	40159	0.77081066	1860261	101	0.000510681	1860261	103	0.002473309	1860261	3990	0.17259783	1860261	437	0.007270485	1860261	6486	0.2602909	1860261	8341	0.3599237	1860261	19583	0.51424396	1860261	81	0.001988968	1860261	42765	0.71132547	1860261	108	0.0033049125	1860261	2763	0.11709379	1860261	7252	0.26013714	1860261	12478	0.28272107	1860261	2314	0.08090424	1860261	54230	0.9421721	1860261	108	0.000469289	1860261	60281	0.9343334	1860261	96	0.003248469	1860261	81182	0.95211744	1860261	5625	0.25013962	1860261	38970	0.7425356	1860261	58	0.0010417893	1860261	5659	0.20772569	1860261	580	0.0109361	1860261	147	0.0016433178	1860261	2528	0.10455468	1860261	19802	0.59535784	1860261	13229	0.42231655	1860261	58	0.0022308698	1860261	24102	0.55794376	1860261	9178	0.35257795	1860261	219	0.0004719768	1860261	61	0.0020217593	1860261	93	0.000547235	1860261	349	0.002407189	1860261	2233	0.083064154	1860261	79	0.0025587808	1860261	6077	0.26146546	1860261	304	0.010926961	1860261	4339	0.010744729	1860261	57	0.002042724	1860261	729	0.008475155	1860261	64208	0.88610417	1860261	6323	0.22231773	1860261	12060	0.37495008	1860261	814	0.012462768	1860261	8421	0.34550744	1860261	78	0.00043649788	1860261	4867	0.2160326	1860261	16198	0.53762615	1860261	53	0.00037844153	1860261
nhnw_bin.404	3755	0.11752406	2810148	1982	0.060218535	2810148	2097	0.071890876	2810148	9123	0.21570572	2810148	15871	0.34471956	2810148	31191	0.6187653	2810148	25145	0.51532054	2810148	4742	0.15294284	2810148	5664	0.15969977	2810148	9131	0.24559134	2810148	11779	0.30625755	2810148	11303	0.3141881	2810148	101403	0.92206854	2810148	2621	0.08807294	2810148	15825	0.2573811	2810148	3850	0.12639263	2810148	19125	0.46586692	2810148	188603	0.9867025	2810148	32629	0.6178966	2810148	12188	0.31020856	2810148	14464	0.3772271	2810148	9690	0.24936515	2810148	40466	0.72667027	2810148	4365	0.14174342	2810148	17806	0.40065363	2810148	1860	0.055767883	2810148	7274	0.1534364	2810148	4672	0.14552543	2810148	3505	0.08656911	2810148	17809	0.45381203	2810148	9113	0.22016527	2810148	5543	0.14970315	2810148	9776	0.2541642	2810148	22470	0.4717054	2810148	555	0.014050505	2810148	9270	0.23322223	2810148	51666	0.8079713	2810148	46608	0.6954637	2810148	2438	0.08625595	2810148	8403	0.20400527	2810148	19064	0.38176778	2810148	9896	0.2436199	2810148	2884	0.0962718	2810148	23245	0.532894	2810148	754	0.015801659	2810148	43519	0.6334481	2810148	3130	0.10724987	2810148	22348	0.45574683	2810148	260679	0.9965963	2810148	19115	0.40828988	2810148	759	0.008059006	2810148	6108	0.14472334	2810148	20331	0.48959237	2810148	23048	0.4429603	2810148	13142	0.3381612	2810148	286	0.004383399	2810148	3879	0.10692177	2810148
nhnw_bin.405	18547	0.5375863	2389663	21498	0.42588305	2389663	283	0.0044772006	2389663	4222	0.05685195	2389663	89249	0.924568	2389663	36854	0.6951888	2389663	4911	0.0598553	2389663	292	0.004009352	2389663	90300	0.94128543	2389663	65769	0.90304744	2389663	29039	0.6660035	2389663	150444	0.98526615	2389663	260024	0.9898488	2389663	240	0.0040060044	2389663	1806939	0.9917863	2389663	368	0.0058589852	2389663	94292	0.9548631	2389663	222628	0.99104685	2389663	230611	0.99021494	2389663	168305	0.9904233	2389663	75498	0.9426551	2389663	8007	0.020448908	2389663	68825	0.90852684	2389663	304	0.0044177775	2389663	49218	0.82593197	2389663	328851	0.9974624	2389663	96490	0.93312657	2389663	25253	0.63661736	2389663	82953	0.9189865	2389663	54306	0.8744116	2389663	458	0.009375799	2389663	21403	0.5480501	2389663	127502	0.9797252	2389663	139788	0.9724585	2389663	113162	0.9628207	2389663	23446	0.5409411	2389663	104026	0.9656713	2389663	20941	0.13306521	2389663	283	0.004509841	2389663	2860	0.043484792	2389663	547544	0.99481934	2389663	111972	0.95943946	2389663	222	0.003377882	2389663	226760	0.99170595	2389663	12977	0.35298577	2389663	74704	0.83386195	2389663	258	0.0048806043	2389663	16909	0.4041549	2389663	683913	0.9946277	2389663	72217	0.8982798	2389663	82198	0.883661	2389663	62208	0.8278795	2389663	226466	0.9922667	2389663	5436	0.029592875	2389663	154100	0.98914784	2389663	83542	0.946482	2389663	724	0.014461872	2389663
nhnw_bin.406	2148	0.08027569	2327118	4352	0.1531723	2327118	316	0.008654051	2327118	2915	0.08374951	2327118	8715	0.26829323	2327118	2101	0.05580078	2327118	1468	0.049932577	2327118	274	0.0076072635	2327118	13552	0.41199887	2327118	19930	0.55714667	2327118	22279	0.5859325	2327118	5515	0.20933188	2327118	66846	0.80445385	2327118	324	0.008750308	2327118	7955	0.17417681	2327118	331	0.008724095	2327118	1930	0.06853843	2327118	35046	0.68788564	2327118	764	0.016165918	2327118	46995	0.83949417	2327118	3306	0.12665021	2327118	219	0.004784029	2327118	2243	0.058995288	2327118	331	0.008801875	2327118	20563	0.5200467	2327118	2053	0.07221035	2327118	5671	0.15348943	2327118	6080	0.22519529	2327118	4285	0.13492697	2327118	18676	0.5436901	2327118	3095	0.09489119	2327118	22469	0.5624919	2327118	10165	0.3278622	2327118	35612	0.6932167	2327118	1176	0.039158307	2327118	5179	0.17399505	2327118	23390	0.5924581	2327118	592	0.010436514	2327118	224	0.00652309	2327118	559	0.014545889	2327118	19998	0.47767538	2327118	544	0.012283434	2327118	253	0.0074676056	2327118	31407	0.7072873	2327118	184	0.0053628567	2327118	76312	0.8787036	2327118	223	0.0070353113	2327118	12508	0.3380804	2327118	63654	0.8609078	2327118	24758	0.59052956	2327118	9720	0.27707878	2327118	2444	0.06949326	2327118	22363	0.6102694	2327118	1036	0.020188062	2327118	5081	0.18565324	2327118	20789	0.5444889	2327118	233	0.0060834903	2327118
nhnw_bin.407	4433	0.22043158	1566604	4692	0.107385784	1566604	988	0.02673426	1566604	1135	0.04558778	1566604	42759	0.84236604	1566604	70004	0.9517306	1566604	3301	0.14214952	1566604	861	0.023906488	1566604	11186	0.4522151	1566604	13814	0.52487355	1566604	16307	0.51127154	1566604	13483	0.54709935	1566604	66127	0.90047324	1566604	814	0.024414593	1566604	15089	0.32443297	1566604	800	0.02326625	1566604	15312	0.57124454	1566604	175036	0.9976427	1566604	61902	0.94359964	1566604	116430	0.98274547	1566604	17851	0.64547837	1566604	6501	0.24511172	1566604	49818	0.9066854	1566604	983	0.02611062	1566604	11627	0.35933074	1566604	57689	0.94876754	1566604	9553	0.27681723	1566604	6176	0.29617694	1566604	9991	0.3415407	1566604	4329	0.090690434	1566604	969	0.04171188	1566604	38519	0.8699365	1566604	34346	0.7969793	1566604	58645	0.9035283	1566604	761	0.032398105	1566604	7464	0.26635703	1566604	134376	0.992095	1566604	1489	0.044017505	1566604	718	0.023086881	1566604	916	0.042489357	1566604	21683	0.59150624	1566604	50593	0.8949939	1566604	649	0.021425325	1566604	58860	0.9551833	1566604	3261	0.121491455	1566604	209527	0.98946255	1566604	481	0.017233456	1566604	370437	0.9803448	1566604	349813	0.99643177	1566604	50470	0.89213675	1566604	53383	0.9024661	1566604	4354	0.1259093	1566604	52321	0.939831	1566604	144	0.004531458	1566604	18286	0.6637523	1566604	42287	0.87439454	1566604	1068	0.038421325	1566604
nhnw_bin.408	143	0.0069250464	1152050	41	0.0036118224	1152050	4538	0.32050258	1152050	51039	0.8531722	1152050	44760	0.90305805	1152050	61817	0.98368824	1152050	22689	0.7002153	1152050	5004	0.33939067	1152050	598	0.016573066	1152050	7806	0.46165532	1152050	25487	0.8509006	1152050	231	0.005776659	1152050	5107	0.24969923	1152050	5054	0.34370816	1152050	9319	0.36219	1152050	6674	0.4317903	1152050	971	0.0075135627	1152050	1001	0.017040059	1152050	4015	0.23291437	1152050	9434	0.5080196	1152050	38322	0.9218159	1152050	61851	0.869155	1152050	111768	0.997113	1152050	10574	0.5562311	1152050	25758	0.82339483	1152050	584	0.045073565	1152050	9532	0.46004426	1152050	11856	0.632029	1152050	6762	0.38018748	1152050	14802	0.7172579	1152050	2608	0.14908642	1152050	31284	0.8597066	1152050	85451	0.9589723	1152050	39959	0.89353937	1152050	944	0.06518467	1152050	49389	0.9357207	1152050	674	0.035929862	1152050	669	0.014140012	1152050	5171	0.35724926	1152050	76295	0.88301116	1152050	35910	0.8771364	1152050	14878	0.65802264	1152050	10656	0.56431055	1152050	8906	0.5156651	1152050	1280	0.08414652	1152050	14441	0.5368352	1152050	6999	0.44172475	1152050	2837	0.06864633	1152050	138355	0.95074344	1152050	22988	0.8120125	1152050	49192	0.9217751	1152050	12184	0.5370982	1152050	442	0.014706827	1152050	15201	0.57436657	1152050	17942	0.77822053	1152050	403	0.01013324	1152050	18798	0.6658904	1152050
nhnw_bin.409	761	0.048724517	1469445	261	0.017955078	1469445	26	0.0014134588	1469445	1448	0.025604906	1469445	3474	0.15922815	1469445	8444	0.38202724	1469445	722	0.0071823034	1469445	42	0.0024308497	1469445	52	0.0031304336	1469445	122	0.0054966332	1469445	444	0.023819877	1469445	290	0.018944567	1469445	3123	0.12953939	1469445	34	0.0017795834	1469445	608	0.022408461	1469445	49	0.0022015115	1469445	803	0.045648526	1469445	1224	0.04966433	1469445	7663	0.34628448	1469445	534	0.026328309	1469445	1018	0.06486939	1469445	6160	0.27785796	1469445	3937	0.22287394	1469445	39	0.0018592053	1469445	2633	0.10141448	1469445	561	0.035214655	1469445	4263	0.17329808	1469445	1350	0.08700564	1469445	322	0.015754927	1469445	1897	0.10996941	1469445	1955	0.09125282	1469445	407	0.021904869	1469445	1406	0.077659935	1469445	2162	0.105379924	1469445	48	0.0027854054	1469445	162	0.004239696	1469445	957	0.053876802	1469445	2028	0.008654288	1469445	43	0.0026336473	1469445	1673	0.059753854	1469445	3840	0.17246239	1469445	1094	0.056429468	1469445	54	0.0027418516	1469445	305	0.015390845	1469445	78	0.0032679006	1469445	38977	0.7866365	1469445	39	0.0018959539	1469445	22172	0.67585653	1469445	15274	0.49866447	1469445	466	0.019648235	1469445	4710	0.22190079	1469445	511	0.024952278	1469445	314	0.020228725	1469445	819	0.009982	1469445	4160	0.23759174	1469445	933	0.054255858	1469445	559	0.031379875	1469445
nhnw_bin.40	21684	0.43631557	3726067	15726	0.3188319	3726067	162	0.0037401367	3726067	50	0.0008290243	3726067	10497	0.13348553	3726067	746	0.009786727	3726067	86	0.0015517703	3726067	166	0.0035511975	3726067	8155	0.18474197	3726067	6144	0.06852024	3726067	1557	0.029001893	3726067	34408	0.6090443	3726067	20292	0.3159688	3726067	156	0.003745236	3726067	919	0.012162691	3726067	175	0.0038971386	3726067	5104	0.10101831	3726067	9477	0.18373825	3726067	5006	0.103552885	3726067	2884	0.055201102	3726067	13942	0.3070801	3726067	25	0.00060922146	3726067	3761	0.06576666	3726067	205	0.0044867685	3726067	4579	0.09467839	3726067	2331	0.018016316	3726067	1014	0.017543163	3726067	72	0.002040221	3726067	79	0.0017345367	3726067	4727	0.082622506	3726067	36	0.000534612	3726067	1208	0.01795271	3726067	89378	0.8745449	3726067	595	0.009886296	3726067	227	0.0043480163	3726067	3700	0.056916315	3726067	10910	0.1345738	3726067	227	0.00385554	3726067	296	0.005835107	3726067	47	0.0010474852	3726067	5172	0.07980855	3726067	4738	0.07663845	3726067	151	0.0032876488	3726067	118	0.0025431642	3726067	451	0.00794618	3726067	3559	0.05979737	3726067	170	0.004004759	3726067	8291	0.08562272	3726067	342762	0.98621523	3726067	1027	0.019152904	3726067	69033	0.7298978	3726067	3083	0.0565175	3726067	30604	0.5487065	3726067	93	0.0012753394	3726067	5282	0.1217254	3726067	20823	0.40362963	3726067	62	0.00083814916	3726067
nhnw_bin.410	245	0.003313382	3514536	280270	0.9880052	3514536	30	0.0002959139	3514536	62	0.0006305242	3514536	73339	0.7483958	3514536	7722	0.13833918	3514536	159	0.0016787422	3514536	29	0.00031469302	3514536	122948	0.9392819	3514536	296	0.003242818	3514536	10832	0.23686256	3514536	202523	0.98971355	3514536	266964	0.98740715	3514536	23	0.0002742894	3514536	31481	0.3417111	3514536	24	0.0003152621	3514536	30547	0.4782099	3514536	1783375	0.9887991	3514536	283946	0.9907006	3514536	263557	0.9916891	3514536	2903	0.0034519492	3514536	119	0.0012414156	3514536	4981	0.09319865	3514536	34	0.00031554664	3514536	521	0.003315089	3514536	221360	0.98888046	3514536	2722	0.03943963	3514536	141	0.00247145	3514536	49737	0.6185317	3514536	6195	0.13535728	3514536	34	0.0004313514	3514536	93883	0.8749633	3514536	22045	0.40095222	3514536	83578	0.80096716	3514536	6878	0.13036287	3514536	1139	0.0034599162	3514536	341295	0.98535395	3514536	450	0.0026467221	3514536	16	0.00021795195	3514536	60	0.00072072103	3514536	167864	0.94715947	3514536	134993	0.929861	3514536	18	0.00026006278	3514536	308932	0.9957414	3514536	8156	0.12189347	3514536	100657	0.79633015	3514536	22	0.0002944912	3514536	524	0.0029807633	3514536	101256	0.79011565	3514536	48494	0.64050245	3514536	818	0.0036576663	3514536	245024	0.96134853	3514536	315549	0.99460155	3514536	77	0.0012047109	3514536	16935	0.3347065	3514536	270618	0.99255836	3514536	130	0.0014050219	3514536
nhnw_bin.411	1062	0.0635769	1613715	92	0.0019712278	1613715	2706	0.16114742	1613715	6220	0.25843596	1613715	6276	0.26562312	1613715	9339	0.38797063	1613715	4019	0.18876815	1613715	4389	0.24436595	1613715	261	0.010838965	1613715	7647	0.3555789	1613715	1387	0.06719092	1613715	1290	0.07718835	1613715	8055	0.3145983	1613715	3306	0.19270007	1613715	8265	0.23234524	1613715	5080	0.28863338	1613715	2698	0.14432412	1613715	4022	0.15337838	1613715	11129	0.43691605	1613715	5604	0.28075093	1613715	567	0.028071253	1613715	5367	0.24741791	1613715	9944	0.42855522	1613715	4705	0.25666675	1613715	3839	0.1763589	1613715	83	0.0030711743	1613715	3707	0.14288148	1613715	2262	0.12714079	1613715	1489	0.066829026	1613715	7577	0.38063288	1613715	3996	0.17845221	1613715	654	0.029500252	1613715	4460	0.22305053	1613715	3609	0.15154473	1613715	317	0.013960954	1613715	10505	0.41729984	1613715	3343	0.17480348	1613715	9124	0.35416105	1613715	2556	0.154078	1613715	6842	0.28740886	1613715	4837	0.19833675	1613715	4379	0.1963147	1613715	2402	0.14336112	1613715	217	0.0040261135	1613715	18	0.00075725885	1613715	15237	0.4714804	1613715	3229	0.19135225	1613715	6140	0.26383096	1613715	53897	0.9298445	1613715	10438	0.41302088	1613715	315	0.006226626	1613715	174	0.0045032734	1613715	2133	0.11401828	1613715	5735	0.23620652	1613715	6382	0.31983095	1613715	157	0.0038216165	1613715	853	0.040902514	1613715
nhnw_bin.412	47480	0.8681343	2052604	20489	0.5942408	2052604	56	0.0021728496	2052604	463	0.015065254	2052604	24125	0.57654667	2052604	6877	0.235172	2052604	648	0.021256901	2052604	38	0.0019433851	2052604	3046	0.12783128	2052604	9992	0.3399243	2052604	62498	0.89161134	2052604	10132	0.3867112	2052604	88604	0.9258513	2052604	25	0.00094026903	2052604	45853	0.6748326	2052604	42	0.001848871	2052604	9282	0.3469466	2052604	93681	0.9399051	2052604	13174	0.39718133	2052604	27944	0.6889848	2052604	10466	0.38355768	2052604	3808	0.13338715	2052604	8493	0.3057745	2052604	64	0.0023492111	2052604	73576	0.92049414	2052604	28535	0.70833147	2052604	73798	0.8821029	2052604	6479	0.26500532	2052604	8175	0.2554107	2052604	44601	0.84591866	2052604	685	0.02502431	2052604	60053	0.91200495	2052604	6587	0.23422442	2052604	99915	0.9333281	2052604	3354	0.11699675	2052604	10759	0.35008165	2052604	37467	0.7977428	2052604	4132	0.120684266	2052604	38	0.0013456078	2052604	1153	0.039045036	2052604	73763	0.88612807	2052604	26643	0.64228755	2052604	39	0.0016715353	2052604	43730	0.84213513	2052604	1562	0.04389595	2052604	59692	0.81942207	2052604	30	0.0012320934	2052604	36099	0.6574975	2052604	171949	0.97976667	2052604	13002	0.35116807	2052604	72366	0.8975355	2052604	34283	0.6757144	2052604	25846	0.6850878	2052604	1538	0.030323433	2052604	5704	0.23434573	2052604	47076	0.85135466	2052604	4266	0.14250776	2052604
