genome,location,length
EHA04823_bin.204.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.204.fa.gz,1444943
EHA04823_bin.205.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.205.fa.gz,1423901
EHA04823_bin.206.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.206.fa.gz,2116818
EHA04823_bin.207.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.207.fa.gz,2079323
EHA04823_bin.208.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.208.fa.gz,1735548
EHA04823_bin.209.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.209.fa.gz,745697
EHA04823_bin.20.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.20.fa.gz,2108652
EHA04823_bin.211.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.211.fa.gz,2236598
EHA04823_bin.212.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.212.fa.gz,3958042
EHA04823_bin.213.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.213.fa.gz,2140772
EHA04823_bin.214.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.214.fa.gz,2206743
EHA04823_bin.215.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.215.fa.gz,996927
EHA04823_bin.216.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.216.fa.gz,900178
EHA04823_bin.217.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.217.fa.gz,1236638
EHA04823_bin.219.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.219.fa.gz,2171735
EHA04823_bin.21.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.21.fa.gz,2258619
EHA04823_bin.220.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.220.fa.gz,1205286
EHA04823_bin.221.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.221.fa.gz,1368641
EHA04823_bin.222.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.222.fa.gz,1931768
EHA04823_bin.223.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.223.fa.gz,1139565
EHA04823_bin.224.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.224.fa.gz,1238406
EHA04823_bin.225.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.225.fa.gz,2444235
EHA04823_bin.226.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.226.fa.gz,1608976
EHA04823_bin.227.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.227.fa.gz,1776949
EHA04823_bin.228.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.228.fa.gz,1437554
EHA04823_bin.229.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.229.fa.gz,2595681
EHA04823_bin.22.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.22.fa.gz,1012465
EHA04823_bin.230.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.230.fa.gz,2475908
EHA04823_bin.231.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.231.fa.gz,2227101
EHA04823_bin.232.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.232.fa.gz,2190743
EHA04823_bin.233.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.233.fa.gz,759972
EHA04823_bin.234.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.234.fa.gz,1016857
EHA04823_bin.236.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.236.fa.gz,1582749
EHA04823_bin.237.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.237.fa.gz,1934046
EHA04823_bin.238.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.238.fa.gz,1487808
EHA04823_bin.23.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.23.fa.gz,1558838
EHA04823_bin.240.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.240.fa.gz,2042271
EHA04823_bin.241.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.241.fa.gz,1354853
EHA04823_bin.242.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.242.fa.gz,1117921
EHA04823_bin.243.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.243.fa.gz,1797750
EHA04823_bin.244.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.244.fa.gz,893768
EHA04823_bin.245.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.245.fa.gz,1260688
EHA04823_bin.246.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.246.fa.gz,1133243
EHA04823_bin.247.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.247.fa.gz,1957238
EHA04823_bin.248.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.248.fa.gz,1803365
EHA04823_bin.249.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.249.fa.gz,1315244
EHA04823_bin.24.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.24.fa.gz,1464645
EHA04823_bin.250.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.250.fa.gz,1886696
EHA04823_bin.251.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.251.fa.gz,2209285
EHA04823_bin.252.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.252.fa.gz,2803949
EHA04823_bin.253.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.253.fa.gz,1890105
EHA04823_bin.254.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.254.fa.gz,2962250
EHA04823_bin.255.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.255.fa.gz,1412091
EHA04823_bin.256.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.256.fa.gz,2021182
EHA04823_bin.257.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.257.fa.gz,663599
EHA04823_bin.258.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.258.fa.gz,1112922
EHA04823_bin.259.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.259.fa.gz,1881871
EHA04823_bin.25.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.25.fa.gz,2301939
EHA04823_bin.261.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.261.fa.gz,1861634
EHA04823_bin.262.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.262.fa.gz,2297732
EHA04823_bin.263.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.263.fa.gz,1809107
EHA04823_bin.264.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.264.fa.gz,1653379
EHA04823_bin.265.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.265.fa.gz,1037043
EHA04823_bin.266.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.266.fa.gz,1796904
EHA04823_bin.267.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.267.fa.gz,1344159
EHA04823_bin.268.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.268.fa.gz,2196824
EHA04823_bin.269.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.269.fa.gz,2638810
EHA04823_bin.26.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.26.fa.gz,2325285
EHA04823_bin.270.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.270.fa.gz,1776253
EHA04823_bin.271.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.271.fa.gz,1227948
EHA04823_bin.272.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.272.fa.gz,1883837
EHA04823_bin.273.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.273.fa.gz,1947046
EHA04823_bin.274.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.274.fa.gz,3982241
EHA04823_bin.275.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.275.fa.gz,1721621
EHA04823_bin.276.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.276.fa.gz,1239693
EHA04823_bin.277.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.277.fa.gz,983566
EHA04823_bin.278.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.278.fa.gz,2634295
EHA04823_bin.279.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.279.fa.gz,2839831
EHA04823_bin.27.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.27.fa.gz,1231028
EHA04823_bin.281.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.281.fa.gz,760805
EHA04823_bin.282.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.282.fa.gz,1331669
EHA04823_bin.299.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.299.fa.gz,1429666
EHA04823_bin.2.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.2.fa.gz,2464943
EHA04823_bin.302.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.302.fa.gz,1593389
EHA04823_bin.303.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.303.fa.gz,618020
EHA04823_bin.34.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.34.fa.gz,2000968
EHA04823_bin.35.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.35.fa.gz,1753023
EHA04823_bin.36.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.36.fa.gz,2325916
EHA04823_bin.38.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.38.fa.gz,1795655
EHA04823_bin.39.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.39.fa.gz,2372804
EHA04823_bin.40.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.40.fa.gz,1964457
EHA04823_bin.41.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.41.fa.gz,2324436
EHA04823_bin.42.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.42.fa.gz,901222
EHA04823_bin.43.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.43.fa.gz,2547545
EHA04823_bin.44.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.44.fa.gz,1980316
EHA04823_bin.45.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.45.fa.gz,1571985
EHA04823_bin.47.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.47.fa.gz,1658139
EHA04823_bin.48.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.48.fa.gz,2434792
EHA04823_bin.49.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.49.fa.gz,1097252
EHA04823_bin.4.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.4.fa.gz,1981096
EHA04823_bin.51.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.51.fa.gz,1608109
EHA04823_bin.53.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.53.fa.gz,1956402
EHA04823_bin.54.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.54.fa.gz,1049664
EHA04823_bin.55.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.55.fa.gz,2148994
EHA04823_bin.56.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.56.fa.gz,1052943
EHA04823_bin.57.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.57.fa.gz,2184833
EHA04823_bin.58.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.58.fa.gz,1288625
EHA04823_bin.59.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.59.fa.gz,2002627
EHA04823_bin.60.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.60.fa.gz,1639416
EHA04823_bin.61.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.61.fa.gz,2835680
EHA04823_bin.62.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.62.fa.gz,1768974
EHA04823_bin.63.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.63.fa.gz,1602498
EHA04823_bin.64.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.64.fa.gz,1606489
EHA04823_bin.65.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.65.fa.gz,1243576
EHA04823_bin.66.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.66.fa.gz,2169768
EHA04823_bin.67.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.67.fa.gz,3186363
EHA04823_bin.68.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.68.fa.gz,927353
EHA04823_bin.69.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.69.fa.gz,1493647
EHA04823_bin.6.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.6.fa.gz,1651415
EHA04823_bin.70.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.70.fa.gz,1783192
EHA04823_bin.71.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.71.fa.gz,1132795
EHA04823_bin.73.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.73.fa.gz,1164055
EHA04823_bin.74.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.74.fa.gz,2908454
EHA04823_bin.75.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.75.fa.gz,2197557
EHA04823_bin.76.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.76.fa.gz,1363771
EHA04823_bin.79.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.79.fa.gz,2157427
EHA04823_bin.80.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.80.fa.gz,2009459
EHA04823_bin.82.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.82.fa.gz,2103292
EHA04823_bin.83.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.83.fa.gz,2253342
EHA04823_bin.84.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.84.fa.gz,1510871
EHA04823_bin.85.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.85.fa.gz,1532617
EHA04823_bin.86.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.86.fa.gz,1298445
EHA04823_bin.87.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.87.fa.gz,1848506
EHA04823_bin.88.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.88.fa.gz,2063241
EHA04823_bin.89.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.89.fa.gz,1516623
EHA04823_bin.8.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.8.fa.gz,1564359
EHA04823_bin.91.fa.gz,/maps/projects/mjolnir1/people/ncl550/1_projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.91.fa.gz,1361710
