genome,completeness,contamination,location,length,N50,centrality
EHA04823_bin.244.fa.gz,84.27,3.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.244.fa.gz,893768.0,34816.0,0.0
EHA04823_bin.185.fa.gz,84.16,5.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.185.fa.gz,901296.0,12603.0,0.997185
EHA04823_bin.104.fa.gz,83.96,0.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.104.fa.gz,1954575.0,8626.0,0.0
EHA04823_bin.233.fa.gz,83.75,0.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.233.fa.gz,759972.0,5083.0,0.0
EHA04823_bin.190.fa.gz,83.56,2.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.190.fa.gz,983254.0,11226.0,0.0
EHA04823_bin.243.fa.gz,83.43,3.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.243.fa.gz,1797750.0,81311.0,0.0
EHA04823_bin.215.fa.gz,83.41,0.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.215.fa.gz,996927.0,25058.0,0.0
EHA04815_bin.19.fa.gz,83.27,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.19.fa.gz,4131063.0,131660.0,0.0
EHA04823_bin.59.fa.gz,83.23,2.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.59.fa.gz,2002627.0,27716.0,0.0
EHA04823_bin.131.fa.gz,83.14,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.131.fa.gz,1329951.0,5025.0,0.0
EHA04815_bin.57.fa.gz,83.1,1.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.57.fa.gz,1342680.0,2274.0,0.0
EHA04815_bin.80.fa.gz,83.03,2.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.80.fa.gz,1588165.0,79545.0,0.0
EHA04823_bin.97.fa.gz,83.02,1.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.97.fa.gz,1314785.0,3170.0,0.0
EHA04823_bin.101.fa.gz,82.58,0.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.101.fa.gz,2006627.0,19594.0,0.0
EHA04823_bin.150.fa.gz,82.22,3.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.150.fa.gz,1791010.0,23906.0,0.0
EHA04815_bin.110.fa.gz,82.18,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.110.fa.gz,2629638.0,11265.0,0.0
EHA04815_bin.45.fa.gz,82.08,1.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.45.fa.gz,1499872.0,4237.0,0.0
EHA04823_bin.183.fa.gz,81.99,0.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.183.fa.gz,2458900.0,17964.0,0.0
EHA04823_bin.265.fa.gz,81.9,1.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.265.fa.gz,1037043.0,7978.0,0.0
EHA04815_bin.184.fa.gz,81.89,0.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.184.fa.gz,1382364.0,7574.0,0.0
EHA04823_bin.135.fa.gz,81.75,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.135.fa.gz,1647750.0,28623.0,0.0
EHA04815_bin.41.fa.gz,81.41,0.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.41.fa.gz,1871995.0,5278.0,0.0
EHA04815_bin.158.fa.gz,81.4,0.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.158.fa.gz,2220032.0,18742.0,0.0
EHA04747_bin.4.fa.gz,81.08,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.4.fa.gz,963931.0,2624.0,0.0
EHA04823_bin.110.fa.gz,80.95,1.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.110.fa.gz,2124128.0,10843.0,0.0
EHA04823_bin.126.fa.gz,80.93,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.126.fa.gz,3451430.0,12468.0,0.0
EHA04815_bin.157.fa.gz,80.87,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.157.fa.gz,1753518.0,46854.0,0.0
EHA04823_bin.224.fa.gz,80.81,2.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.224.fa.gz,1238406.0,86258.0,0.0
EHA04815_bin.55.fa.gz,80.63,2.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.55.fa.gz,2406440.0,117398.0,0.0
EHA04823_bin.227.fa.gz,80.5,1.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.227.fa.gz,1776949.0,4581.0,0.0
EHA04823_bin.266.fa.gz,80.5,6.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.266.fa.gz,1796904.0,93648.0,0.0
EHA04823_bin.6.fa.gz,80.24,0.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.6.fa.gz,1651415.0,5810.0,0.0
EHA04748_bin.50.fa.gz,80.13,5.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.50.fa.gz,1432688.0,3055.0,0.0
EHA04823_bin.237.fa.gz,80.04,6.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.237.fa.gz,1934046.0,58418.0,0.0
EHA04815_bin.140.fa.gz,79.53,0.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.140.fa.gz,1623919.0,81461.0,0.0
EHA04815_bin.144.fa.gz,79.45,1.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.144.fa.gz,1867623.0,24421.0,0.0
EHA04815_bin.161.fa.gz,79.07,2.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.161.fa.gz,1377211.0,5791.0,0.0
EHA04823_bin.85.fa.gz,78.93,3.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.85.fa.gz,1532617.0,3271.0,0.0
EHA04815_bin.108.fa.gz,78.9,1.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.108.fa.gz,1143683.0,8648.0,0.0
EHA04823_bin.165.fa.gz,78.83,3.77,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.165.fa.gz,2042248.0,30955.0,0.0
EHA04815_bin.139.fa.gz,78.69,0.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.139.fa.gz,1733296.0,43904.0,0.0
EHA04823_bin.159.fa.gz,78.52,0.63,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.159.fa.gz,1849606.0,33990.0,0.0
EHA04823_bin.84.fa.gz,78.48,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.84.fa.gz,1510871.0,3400.0,0.0
EHA04815_bin.132.fa.gz,78.47,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.132.fa.gz,1408801.0,12017.0,0.0
EHA04815_bin.143.fa.gz,78.46,3.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.143.fa.gz,2061729.0,5517.0,0.0
EHA04823_bin.201.fa.gz,78.35,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.201.fa.gz,1638984.0,41417.0,0.0
EHA04747_bin.38.fa.gz,77.81,0.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.38.fa.gz,1142719.0,2791.0,0.995673
EHA04749_bin.46.fa.gz,77.62,0.39,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.46.fa.gz,1497168.0,37015.0,0.0
EHA04815_bin.171.fa.gz,77.53,6.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.171.fa.gz,1280103.0,31859.0,0.0
EHA04815_bin.31.fa.gz,77.52,1.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.31.fa.gz,2246475.0,6784.0,0.0
EHA04815_bin.198.fa.gz,77.46,2.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.198.fa.gz,1266158.0,8637.0,0.0
EHA04815_bin.138.fa.gz,76.87,0.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.138.fa.gz,1790205.0,35675.0,0.0
EHA04815_bin.82.fa.gz,76.76,2.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.82.fa.gz,1580160.0,20175.0,0.0
EHA04815_bin.74.fa.gz,76.73,7.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.74.fa.gz,2118644.0,39883.0,0.0
EHA04823_bin.140.fa.gz,76.69,4.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.140.fa.gz,2379832.0,24374.0,0.0
EHA04815_bin.116.fa.gz,76.59,6.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.116.fa.gz,2141435.0,6735.0,0.0
EHA04823_bin.241.fa.gz,76.42,0.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.241.fa.gz,1354853.0,3395.0,0.0
EHA04823_bin.163.fa.gz,76.31,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.163.fa.gz,1387562.0,4321.0,0.0
EHA04815_bin.4.fa.gz,76.08,2.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.4.fa.gz,2184581.0,5785.0,0.0
EHA04815_bin.145.fa.gz,75.47,3.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.145.fa.gz,1993124.0,22362.0,0.0
EHA04749_bin.51.fa.gz,75.37,4.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.51.fa.gz,868230.0,5263.0,0.0
EHA04823_bin.1.fa.gz,75.29,1.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.1.fa.gz,1157306.0,3993.0,0.0
EHA04823_bin.80.fa.gz,75.05,0.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.80.fa.gz,2009459.0,4950.0,0.0
EHA04743_bin.42.fa.gz,74.72,8.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04743_bin.42.fa.gz,1338084.0,2625.0,0.0
EHA04815_bin.128.fa.gz,74.54,0.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.128.fa.gz,1121840.0,24625.0,0.0
EHA04823_bin.145.fa.gz,74.27,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.145.fa.gz,1392470.0,4175.0,0.0
EHA04750_bin.45.fa.gz,74.19,0.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04750_bin.45.fa.gz,1200356.0,2638.0,0.0
EHA04815_bin.39.fa.gz,74.16,3.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.39.fa.gz,1504072.0,6981.0,0.0
EHA04823_bin.74.fa.gz,73.98,0.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.74.fa.gz,2908454.0,4217.0,0.0
EHA04823_bin.26.fa.gz,73.83,8.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.26.fa.gz,2325285.0,56384.0,0.0
EHA04823_bin.132.fa.gz,73.57,1.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.132.fa.gz,1221858.0,3811.0,0.0
EHA04815_bin.89.fa.gz,73.56,2.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.89.fa.gz,1695102.0,7580.0,0.0
EHA04815_bin.201.fa.gz,73.53,1.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.201.fa.gz,796160.0,22284.0,0.0
EHA04823_bin.189.fa.gz,73.49,3.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.189.fa.gz,878942.0,7229.0,0.0
EHA04823_bin.153.fa.gz,73.43,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.153.fa.gz,2170413.0,60273.0,0.982831
EHA04823_bin.199.fa.gz,73.39,0.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.199.fa.gz,1773970.0,12603.0,0.0
EHA04815_bin.109.fa.gz,73.03,0.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.109.fa.gz,1276119.0,3882.0,0.0
EHA04815_bin.100.fa.gz,72.95,1.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.100.fa.gz,1316441.0,4430.0,0.0
EHA04823_bin.219.fa.gz,72.86,3.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.219.fa.gz,2171735.0,21998.0,0.0
EHA04749_bin.20.fa.gz,72.69,6.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.20.fa.gz,1203994.0,3308.0,0.0
EHA04823_bin.151.fa.gz,72.49,1.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.151.fa.gz,1146461.0,19034.0,0.0
EHA04815_bin.188.fa.gz,72.41,2.59,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.188.fa.gz,1696473.0,8800.0,0.0
EHA04823_bin.89.fa.gz,72.37,2.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.89.fa.gz,1516623.0,54022.0,0.0
EHA04823_bin.18.fa.gz,72.23,2.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.18.fa.gz,1766073.0,5634.0,0.0
EHA04823_bin.98.fa.gz,72.23,2.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.98.fa.gz,2209832.0,43975.0,0.0
EHA04823_bin.25.fa.gz,72.2,6.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.25.fa.gz,2301939.0,14856.0,0.0
EHA04823_bin.115.fa.gz,72.09,2.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.115.fa.gz,1465566.0,9003.0,0.0
EHA04823_bin.238.fa.gz,72.05,4.42,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.238.fa.gz,1487808.0,54142.0,0.0
EHA04823_bin.234.fa.gz,71.92,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.234.fa.gz,1016857.0,18188.0,0.0
EHA04823_bin.34.fa.gz,71.89,1.56,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.34.fa.gz,2000968.0,3037.0,0.0
EHA04823_bin.156.fa.gz,71.67,1.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.156.fa.gz,1945585.0,32315.0,0.0
EHA04815_bin.37.fa.gz,71.63,1.25,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.37.fa.gz,2570290.0,46007.0,0.0
EHA04815_bin.152.fa.gz,71.14,9.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.152.fa.gz,2016742.0,4490.0,0.0
EHA04815_bin.130.fa.gz,71.09,4.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.130.fa.gz,1888368.0,19921.0,0.0
EHA04747_bin.43.fa.gz,70.85,3.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.43.fa.gz,1193512.0,2720.0,0.0
EHA04815_bin.131.fa.gz,70.54,4.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.131.fa.gz,1456926.0,28285.0,0.0
EHA04815_bin.192.fa.gz,70.4,5.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.192.fa.gz,1176526.0,9274.0,0.0
EHA04823_bin.125.fa.gz,70.21,2.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.125.fa.gz,1694685.0,25433.0,0.0
EHA04815_bin.51.fa.gz,70.16,1.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.51.fa.gz,1781109.0,12465.0,0.0
EHA04823_bin.229.fa.gz,70.07,0.68,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.229.fa.gz,2595681.0,10843.0,0.0
EHA04823_bin.133.fa.gz,70.0,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.133.fa.gz,1304152.0,3415.0,0.0
EHA04815_bin.17.fa.gz,69.98,0.78,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.17.fa.gz,,,0.0
EHA04823_bin.192.fa.gz,69.87,0.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.192.fa.gz,,,0.0
EHA04815_bin.207.fa.gz,69.81,1.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.207.fa.gz,,,0.0
EHA04823_bin.260.fa.gz,69.72,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.260.fa.gz,,,0.0
EHA04815_bin.173.fa.gz,69.54,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.173.fa.gz,,,0.0
EHA04815_bin.30.fa.gz,69.43,6.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.30.fa.gz,,,0.0
EHA04745_bin.27.fa.gz,69.39,1.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.27.fa.gz,,,0.0
EHA04823_bin.139.fa.gz,69.36,2.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.139.fa.gz,,,0.0
EHA04815_bin.204.fa.gz,69.3,2.4,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.204.fa.gz,,,0.0
EHA04823_bin.147.fa.gz,69.22,1.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.147.fa.gz,,,0.0
EHA04823_bin.92.fa.gz,69.21,1.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.92.fa.gz,,,0.0
EHA04823_bin.287.fa.gz,68.87,2.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.287.fa.gz,,,0.0
EHA04815_bin.135.fa.gz,68.86,1.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.135.fa.gz,,,0.0
EHA04747_bin.35.fa.gz,68.72,3.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04747_bin.35.fa.gz,,,0.0
EHA04744_bin.13.fa.gz,68.65,9.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04744_bin.13.fa.gz,,,0.0
EHA04823_bin.235.fa.gz,68.6,1.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.235.fa.gz,,,0.0
EHA04745_bin.6.fa.gz,68.57,3.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.6.fa.gz,,,0.0
EHA04823_bin.177.fa.gz,68.27,7.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.177.fa.gz,,,0.0
EHA04749_bin.47.fa.gz,68.21,1.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.47.fa.gz,,,0.0
EHA04745_bin.24.fa.gz,67.93,3.71,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04745_bin.24.fa.gz,,,0.0
EHA04823_bin.309.fa.gz,67.66,5.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.309.fa.gz,,,0.0
EHA04815_bin.126.fa.gz,67.63,0.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.126.fa.gz,,,0.0
EHA04823_bin.284.fa.gz,67.54,1.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.284.fa.gz,,,0.0
EHA04823_bin.291.fa.gz,67.42,4.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.291.fa.gz,,,0.0
EHA04815_bin.18.fa.gz,67.24,8.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.18.fa.gz,,,0.0
EHA04815_bin.205.fa.gz,66.98,0.12,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.205.fa.gz,,,0.0
EHA04823_bin.28.fa.gz,66.97,2.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.28.fa.gz,,,0.0
EHA04823_bin.285.fa.gz,66.63,5.93,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.285.fa.gz,,,0.0
EHA04823_bin.16.fa.gz,66.09,1.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.16.fa.gz,,,0.0
EHA04823_bin.12.fa.gz,65.89,2.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.12.fa.gz,,,0.0
EHA04823_bin.77.fa.gz,65.88,0.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.77.fa.gz,,,0.0
EHA04823_bin.134.fa.gz,65.73,0.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.134.fa.gz,,,0.0
EHA04749_bin.10.fa.gz,65.05,0.84,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04749_bin.10.fa.gz,,,0.0
EHA04823_bin.105.fa.gz,64.96,2.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.105.fa.gz,,,0.0
EHA04823_bin.161.fa.gz,64.89,0.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.161.fa.gz,,,0.0
EHA04750_bin.17.fa.gz,64.88,1.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04750_bin.17.fa.gz,,,0.0
EHA04823_bin.99.fa.gz,64.44,1.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.99.fa.gz,,,0.0
EHA04815_bin.197.fa.gz,64.43,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.197.fa.gz,,,0.0
EHA04748_bin.41.fa.gz,64.26,2.91,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.41.fa.gz,,,0.0
EHA04823_bin.14.fa.gz,64.13,3.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.14.fa.gz,,,0.0
EHA04815_bin.43.fa.gz,64.05,1.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.43.fa.gz,,,0.0
EHA04815_bin.125.fa.gz,63.93,1.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.125.fa.gz,,,0.0
EHA04748_bin.24.fa.gz,63.89,1.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.24.fa.gz,,,0.0
EHA04823_bin.297.fa.gz,63.77,3.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.297.fa.gz,,,0.0
EHA04746_bin.40.fa.gz,63.38,4.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.40.fa.gz,,,0.0
EHA04823_bin.308.fa.gz,62.77,9.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.308.fa.gz,,,0.0
EHA04823_bin.29.fa.gz,62.76,2.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.29.fa.gz,,,0.0
EHA04815_bin.195.fa.gz,62.15,7.89,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.195.fa.gz,,,0.0
EHA04823_bin.175.fa.gz,61.96,0.31,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.175.fa.gz,,,0.0
EHA04815_bin.124.fa.gz,61.95,5.6,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.124.fa.gz,,,0.0
EHA04823_bin.7.fa.gz,61.95,3.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.7.fa.gz,,,0.0
EHA04823_bin.95.fa.gz,61.86,9.94,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.95.fa.gz,,,0.0
EHA04823_bin.129.fa.gz,61.82,1.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.129.fa.gz,,,0.0
EHA04823_bin.52.fa.gz,61.72,1.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.52.fa.gz,,,0.0
EHA04815_bin.25.fa.gz,61.7,1.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.25.fa.gz,,,0.0
EHA04823_bin.197.fa.gz,61.63,0.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.197.fa.gz,,,0.0
EHA04815_bin.47.fa.gz,61.1,5.06,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.47.fa.gz,,,0.0
EHA04815_bin.187.fa.gz,60.99,0.63,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.187.fa.gz,,,0.0
EHA04748_bin.51.fa.gz,60.97,9.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04748_bin.51.fa.gz,,,0.0
EHA04823_bin.37.fa.gz,60.67,3.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.37.fa.gz,,,0.0
EHA04746_bin.21.fa.gz,60.45,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04746_bin.21.fa.gz,,,0.0
EHA04823_bin.239.fa.gz,60.34,5.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.239.fa.gz,,,0.0
EHA04823_bin.81.fa.gz,60.18,0.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04823_bin.81.fa.gz,,,0.0
EHA04815_bin.203.fa.gz,60.02,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA04815_bin.203.fa.gz,,,0.0
