ID,mag_name,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,host_species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,DM_batch,closest_placement_af,fastani_ani,MAG_url,AB_batch,taxonomy_level,DM_batch 2,sample_type,anno_url,gbk_url,kegg_url,annotated,dereplicated,coding_density,host_order,host_class,percent_unannotated_kegg
EHM070724,EHA04823_bin.9.fa,EHA04823,2.3.0,d__Bacteria,p__Myxococcota,c__Bradymonadia,o__UBA4248,f__UBA4248,g__,s__,Lasiorhinus latifrons,0,86.64,1.33,1532617,48.00%,3271,497,2219,23,1299,716,895,40.3,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.9.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070724_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070724.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070724_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,67.7
EHM070676,EHA04823_bin.45.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__RUG099,s__,Lasiorhinus latifrons,80.67,86.45,0.31,2324436,45.00%,114375,38,1433,14,1223,797,185,12.9,DMB0170,0.37,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.45.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070676_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070676.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070676_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,44.4
EHM070712,EHA04823_bin.79.fa,EHA04823,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Lasiorhinus latifrons,78.63,86.43,4.45,2908454,49.00%,4217,764,1884,54,1452,881,403,21.4,DMB0170,0.38,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.79.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070712_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070712.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070712_kegg.tsv.gz,TRUE,DMB0170,0.79,Diprotodontia,Mammalia,53.2
EHM070447,EHA04823_bin.106.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__QALR01,s__,Lasiorhinus latifrons,0,86.18,5.89,1949901,50.00%,16572,172,1816,72,1365,808,422,23.2,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.106.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070447_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070447.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070447_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,55.5
EHM070694,EHA04823_bin.62.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,Lasiorhinus latifrons,0,86.18,3.18,1288625,55.00%,3312,419,1503,36,1146,640,325,21.6,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.62.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070694_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070694.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070694_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,57.4
EHM070528,EHA04823_bin.182.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1750,g__RGIG1439,s__,Lasiorhinus latifrons,77.62,86.15,2.75,1169079,33.00%,4601,291,2150,49,1632,941,490,22.8,DMB0170,0.08,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.182.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070528_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070528.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070528_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,56.2
EHM070627,EHA04823_bin.272.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Vescimonas,s__,Lasiorhinus latifrons,0,85.85,2.46,1231028,49.00%,5120,274,1871,16,1533,1023,307,16.4,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.272.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070627_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070627.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070627_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,45.3
EHM070637,EHA04823_bin.281.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UMGS1449,s__,Lasiorhinus latifrons,0,85.76,6.47,2839831,53.00%,4846,701,783,6,552,356,222,28.4,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.281.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070637_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070637.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070637_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,54.5
EHM070570,EHA04823_bin.22.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__,s__,Lasiorhinus latifrons,0,85.49,2.42,1542076,34.00%,13417,187,862,11,572,405,277,32.1,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.22.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070570_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070570.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070570_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,53
EHM070592,EHA04823_bin.240.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,Lasiorhinus latifrons,78.12,85.19,0.1,1487808,47.00%,54142,57,1895,48,1543,947,326,17.2,DMB0170,0.24,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.240.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070592_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070592.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070592_kegg.tsv.gz,TRUE,DMB0170,0.88,Diprotodontia,Mammalia,50
EHM070699,EHA04823_bin.67.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium,s__,Lasiorhinus latifrons,0,85.09,4.4,1768974,52.00%,4996,421,2955,70,2220,1426,690,23.4,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.67.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070699_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070699.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070699_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,51.7
EHM070688,EHA04823_bin.56.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__,g__,s__,Lasiorhinus latifrons,0,84.97,3.73,828420,32.00%,4419,222,928,24,721,428,194,20.9,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.56.fa.gz,ABB0583,Order,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070688_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070688.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070688_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,53.9
EHM070519,EHA04823_bin.174.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-1000,s__,Lasiorhinus latifrons,78.11,84.95,5.16,3201459,55.00%,9028,476,1010,15,659,418,335,33.2,DMB0170,0.32,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.174.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070519_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070519.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070519_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,58.6
EHM070448,EHA04823_bin.107.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__W3P20-009,g__W3P20-009,s__,Lasiorhinus latifrons,77.08,84.79,0.05,2426789,47.00%,37678,110,1999,94,1580,963,382,19.1,DMB0170,0.15,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.107.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070448_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070448.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070448_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,51.8
EHM070498,EHA04823_bin.154.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,Lasiorhinus latifrons,0,84.49,0.85,2293744,56.00%,5081,532,1434,60,1085,651,323,22.5,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.154.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070498_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070498.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070498_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,54.6
EHM070547,EHA04823_bin.2.fa,EHA04823,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__Victivallaceae,g__UBA1784,s__,Lasiorhinus latifrons,0,84.42,7.27,2089363,32.00%,12416,263,2115,135,1543,867,541,25.6,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.2.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070547_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070547.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070547_kegg.tsv.gz,TRUE,DMB0170,0.93,Diprotodontia,Mammalia,59
EHM070596,EHA04823_bin.244.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG11241,s__,Lasiorhinus latifrons,79.34,84.27,3.02,1354853,60.00%,3395,424,930,16,627,426,292,31.4,DMB0170,0.42,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.244.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070596_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070596.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070596_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,54.2
EHM070531,EHA04823_bin.185.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UMGS1449,s__,Lasiorhinus latifrons,79.73,84.16,5.95,2458900,56.00%,17964,212,883,8,620,407,253,28.7,DMB0170,0.44,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.185.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070531_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070531.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070531_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,53.9
EHM070445,EHA04823_bin.104.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Salinivirgaceae,g__JAAYQU01,s__,Lasiorhinus latifrons,75.85,83.96,0.29,1954575,61.00%,8626,362,1438,26,1077,600,349,24.3,DMB0170,0.02,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.104.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070445_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070445.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070445_kegg.tsv.gz,TRUE,DMB0170,0.88,Diprotodontia,Mammalia,58.3
EHM070585,EHA04823_bin.233.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-452,s__,Lasiorhinus latifrons,79.61,83.75,0.76,2227101,60.00%,7790,393,808,11,562,330,232,28.7,DMB0170,0.61,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.233.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070585_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070585.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070585_kegg.tsv.gz,TRUE,DMB0170,0.86,Diprotodontia,Mammalia,59.2
EHM070537,EHA04823_bin.190.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG14121,s__,Lasiorhinus latifrons,0,83.56,2.94,878942,25.00%,7229,150,1031,12,631,388,385,37.3,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.190.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070537_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070537.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070537_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,62.4
EHM070595,EHA04823_bin.243.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-698,g__RGIG8164,s__,Lasiorhinus latifrons,0,83.43,3.35,2042271,48.00%,13964,212,1588,50,1053,647,516,32.5,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.243.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070595_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070595.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070595_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,59.3
EHM070565,EHA04823_bin.215.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-533,s__,Lasiorhinus latifrons,0,83.41,0.78,2140772,29.00%,28472,129,1027,12,661,432,352,34.3,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.215.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070565_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070565.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070565_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,57.9
EHM070691,EHA04823_bin.59.fa,EHA04823,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__,s__,Lasiorhinus latifrons,0,83.23,2.88,2148994,43.00%,4616,545,1929,40,1422,883,474,24.6,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.59.fa.gz,ABB0583,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070691_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070691.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070691_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,54.2
EHM070474,EHA04823_bin.131.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-138,g__JAEDJH01,s__,Lasiorhinus latifrons,82.66,83.14,0.7,2137092,37.00%,14734,266,1258,20,962,584,275,21.9,DMB0170,0.71,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.131.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070474_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070474.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070474_kegg.tsv.gz,TRUE,DMB0170,0.92,Diprotodontia,Mammalia,53.6
EHM070732,EHA04823_bin.97.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-448,s__,Lasiorhinus latifrons,0,83.02,1.44,2199369,40.00%,10186,307,977,18,727,420,230,23.5,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.97.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070732_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070732.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070732_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,57
EHM070442,EHA04823_bin.101.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,Lasiorhinus latifrons,79.24,82.58,0.26,2006627,51.00%,19594,174,1885,49,1421,859,442,23.4,DMB0170,0.38,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.101.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070442_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070442.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070442_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,54.4
EHM070494,EHA04823_bin.150.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__RGIG1993,s__,Lasiorhinus latifrons,76.26,82.22,3.83,2695679,52.00%,6121,545,1590,41,1230,763,335,21.1,DMB0170,0.1,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.150.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070494_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070494.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070494_kegg.tsv.gz,TRUE,DMB0170,0.89,Diprotodontia,Mammalia,52
EHM070529,EHA04823_bin.183.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__SFTH01,s__,Lasiorhinus latifrons,77.35,81.99,0.54,1174253,33.00%,11799,128,2167,34,1780,1030,361,16.7,DMB0170,0.12,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.183.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070529_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070529.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070529_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,52.5
EHM070619,EHA04823_bin.265.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-302,s__,Lasiorhinus latifrons,78.45,81.9,1.35,2297732,56.00%,4382,600,1099,11,712,438,370,33.7,DMB0170,0.41,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.265.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070619_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070619.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070619_kegg.tsv.gz,TRUE,DMB0170,0.88,Diprotodontia,Mammalia,60.1
EHM070478,EHA04823_bin.135.fa,EHA04823,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Lasiorhinus latifrons,0,81.75,0.27,1978512,50.00%,5256,433,1317,84,1086,695,207,15.7,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.135.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070478_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070478.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070478_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,47.2
EHM070452,EHA04823_bin.110.fa,EHA04823,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Lasiorhinus latifrons,0,80.95,1.39,2124128,33.00%,10843,280,1886,57,1379,832,477,25.3,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.110.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070452_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070452.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070452_kegg.tsv.gz,TRUE,DMB0170,0.9,Diprotodontia,Mammalia,55.9
EHM070468,EHA04823_bin.126.fa,EHA04823,2.3.0,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Thermoguttaceae,g__RUG369,s__,Lasiorhinus latifrons,79.19,80.93,0.14,1694685,47.00%,25433,103,2454,124,1634,871,786,32,DMB0170,0.45,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.126.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070468_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070468.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070468_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,64.5
EHM070575,EHA04823_bin.224.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__CAJOLV01,s__,Lasiorhinus latifrons,0,80.81,2.46,1931768,57.00%,4650,498,1117,31,824,493,277,24.8,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.224.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070575_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070575.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070575_kegg.tsv.gz,TRUE,DMB0170,0.88,Diprotodontia,Mammalia,55.9
EHM070578,EHA04823_bin.227.fa,EHA04823,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-390,s__,Lasiorhinus latifrons,0,80.5,1.72,2444235,39.00%,13350,345,1544,38,1146,622,378,24.5,DMB0170,0,0,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0583/EHA04823_bin.227.fa.gz,ABB0583,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070578_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070578.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM070578_kegg.tsv.gz,TRUE,DMB0170,0.91,Diprotodontia,Mammalia,59.7
